compound_name,clinical_phase,mechanism_of_action,cf_max_score,cf_avg_score,cf_top_pose,docking_max_score,docking_avg_score,docking_top_pose,safety_Aurora kinase A,safety_Bile Salt Export Pump model 2,safety_Caspase 3,safety_Cathepsin L1,safety_hERG_pIC50,safety_KCNA5,safety_Muscarinic acetylcholine receptor M1,safety_Muscarinic acetylcholine receptor M3,hERG_pIC50,KCNA5,pk_Human microsomal clearance model 2,chem_a_acc,chem_a_don,chem_chi0,chem_chi1,chem_chi0_c,chem_chi1_c,chem_kier1,chem_lip_acc,chem_npr1,chem_peoe_pcplus,chem_peoe_vsaplus0,chem_peoe_vsaplus2,chem_peoe_vsaplus4,chem_peoe_vsaplus6,chem_peoe_vsaminus1,chem_peoe_vsaminus3,chem_peoe_vsaminus5,chem_pmi,chem_pmi2,chem_pmix,chem_pmiz,chem_slogp,chem_slogp_vsa1,chem_slogp_vsa3,chem_slogp_vsa5,chem_slogp_vsa7,chem_slogp_vsa9,chem_smr_vsa0,chem_smr_vsa2,chem_smr_vsa4,chem_smr_vsa6,chem_tpsa,cv_safety_score,high_potential
nalbuphine,Launched,opioid receptor agonist  opioid receptor antagonist,5.19,4.115,4.26,-5.1,-5.41,-6.0,6.86,3.68,5.12,4.91,4.55,5.91,6.23,6.96,4.55,5.91,1.22,4.0,3.0,17.68,12.54,13.4,8.92,16.91,5.0,0.38,3.09,83.59,24.97,30.97,8.62,20.96,0.0,0.0,4063.45,2975.95,2649.5,326.48,0.29,0.0,36.88,18.87,35.29,10.49,3.12,4.41,0.0,36.88,74.36,5.23,0
NSC-319726,Preclinical,p53 activator,6.9,5.925,6.45,-4.4,-4.5600000000000005,-4.7,6.27,3.58,4.83,5.32,5.3,5.67,6.09,5.11,5.3,5.67,1.16,3.0,1.0,11.38,7.77,7.68,3.82,12.46,4.0,0.14,1.09,94.69,31.38,0.0,0.0,12.25,13.3,5.68,2960.6,2571.82,2548.09,20.78,1.39,22.95,36.88,16.66,70.14,78.52,0.0,17.89,0.0,39.92,72.61,5.484999999999999,0
metrifonate,Phase 3,acetylcholinesterase inhibitor,6.47,6.151999999999999,5.98,-3.8,-3.83,-3.9,4.59,3.73,3.39,2.69,4.7,5.86,4.29,4.65,4.7,5.86,0.77,4.0,1.0,9.99,5.28,3.08,0.29,12.0,4.0,0.4,1.44,75.59,4.27,16.75,13.67,88.75,0.0,0.0,1603.8,1239.19,1041.52,197.03,1.09,0.0,0.0,70.77,0.0,132.25,36.28,0.0,0.0,0.0,55.76,5.28,0
varenicline,Launched,acetylcholine receptor agonist,8.2,6.211,5.75,-5.1,-5.28,-6.1,6.05,3.26,4.88,5.12,4.88,6.13,6.13,5.72,4.88,6.13,1.03,2.0,0.0,10.54,7.92,8.41,5.1,9.97,3.0,0.24,2.01,50.55,0.0,0.0,17.24,0.0,0.0,11.37,1648.9,1399.55,1286.21,113.34,0.78,33.57,36.88,0.0,74.0,0.0,0.0,0.0,4.29,36.88,42.39,5.505,0
cabaletta,Phase 2,pharmacological chaperone,5.77,4.819,4.44,-4.4,-4.529999999999999,-4.7,4.89,3.46,4.52,5.4,5.32,6.04,6.47,6.6,5.32,6.04,0.07,11.0,8.0,17.31,10.81,7.19,3.48,19.33,11.0,0.35,4.1,0.0,39.24,82.59,0.0,0.0,0.0,0.0,4093.95,3433.62,2854.23,579.41,-5.4,0.0,41.85,0.0,0.0,0.0,33.0,0.0,0.0,41.85,189.53,5.68,0
ginsenoside-RD,Phase 3,calcium channel blocker,6.24,5.332,5.42,-4.3,-4.6499999999999995,-4.9,7.29,3.74,4.5,5.38,4.46,6.41,7.05,7.93,4.46,6.41,1.39,18.0,12.0,48.64,30.84,32.39,18.68,53.79,18.0,0.26,7.75,196.21,58.86,123.89,0.0,108.2,0.0,0.0,41802.36,35003.6,31700.58,3303.02,-0.03,0.0,62.78,3.19,17.64,266.61,66.0,17.64,0.0,62.78,298.14,5.4350000000000005,0
tiracizine,Withdrawn,sodium channel blocker,7.81,6.205,6.72,-5.4,-5.699999999999999,-6.1,4.81,3.7,4.96,4.91,5.41,6.23,6.23,5.85,5.41,6.23,1.53,2.0,1.0,19.39,12.99,14.82,7.55,21.7,6.0,0.22,3.17,36.56,8.53,0.0,27.82,49.02,0.0,16.07,6574.37,5694.83,5246.34,448.04,2.16,30.59,39.37,103.53,123.5,65.46,61.85,3.12,26.28,51.94,63.08,5.82,0
ZK-811752,Phase 2,CC chemokine receptor antagonist,7.55,6.169,6.08,-6.2,-6.459999999999999,-6.7,4.79,4.01,4.33,6.03,5.34,5.25,6.39,6.15,5.34,5.25,0.95,3.0,2.0,21.67,14.31,14.1,7.4,24.64,7.0,0.51,3.73,19.52,58.82,0.0,26.06,54.09,0.0,13.57,6425.64,4636.72,3655.5,995.28,1.93,31.22,76.24,0.0,123.5,137.74,50.85,9.12,53.66,86.33,89.1,5.295,0
GSK1070916,Phase 1,Aurora kinase inhibitor,7.07,6.573,6.6,-4.7,-4.970000000000001,-5.5,6.15,4.33,4.57,4.04,4.95,6.51,6.25,6.08,4.95,6.51,1.59,4.0,3.0,26.81,18.32,21.25,10.51,29.49,8.0,0.5,3.74,153.78,31.08,0.0,26.06,61.27,9.42,0.0,11016.05,7358.94,6120.56,1239.4,5.05,61.19,0.0,131.59,233.4,96.82,26.99,16.79,43.31,4.83,83.28,5.73,0
clindamycin-phosphate,Launched,protein synthesis inhibitor,6.16,4.997,5.17,-4.5,-4.83,-5.2,5.66,3.63,4.64,4.27,4.61,6.3,5.1,6.37,4.61,6.3,0.86,5.0,3.0,23.51,14.39,12.6,5.75,27.25,10.0,0.49,3.59,90.38,20.96,20.65,8.62,27.45,0.0,13.57,7936.25,5192.45,4434.05,759.27,-3.24,5.26,18.44,64.59,0.0,153.7,112.21,22.42,0.0,23.7,143.67,5.455,0
firocoxib,Launched,cyclooxygenase inhibitor,6.82,5.64,5.31,-5.3,-5.42,-5.5,5.27,4.07,5.15,3.6,4.99,5.6,6.34,7.17,4.99,5.6,0.85,4.0,0.0,16.83,10.68,11.91,6.65,17.81,5.0,0.32,2.24,73.64,12.8,0.0,14.71,0.0,0.0,16.07,5121.86,3698.79,3525.95,170.34,2.56,55.92,20.93,38.49,73.76,66.65,94.03,5.96,3.19,28.67,69.67,5.295,0
aminopentamide,Launched,acetylcholine receptor antagonist,5.94,4.709999999999999,5.71,-5.1,-5.25,-5.5,5.34,3.56,4.5,5.84,5.05,5.52,6.0,7.18,5.05,5.52,1.25,1.0,1.0,16.16,10.48,13.59,7.84,18.34,3.0,0.56,2.65,30.03,0.0,12.95,8.62,122.55,0.0,13.57,3085.47,1977.17,1571.1,405.5,1.38,5.26,0.0,65.79,176.43,33.33,26.99,0.0,32.9,5.26,47.53,5.285,0
tuaminoheptane,Launched,,6.06,4.608,4.55,-3.0,-3.12,-3.3,4.37,3.29,4.0,4.4,3.99,5.51,6.19,5.6,3.99,5.51,0.47,0.0,0.0,6.41,3.77,5.41,3.19,8.0,1.0,0.29,1.59,59.72,0.0,0.0,25.86,36.15,0.0,0.0,646.75,542.22,479.71,62.57,1.2,0.0,0.0,0.0,0.0,66.65,0.0,32.9,0.0,0.0,27.64,4.75,0
JW-642,Preclinical,monoacylglycerol lipase inhibitor,8.21,6.6720000000000015,6.36,-6.1,-6.220000000000001,-6.4,5.56,4.47,4.56,6.9,5.01,5.78,6.59,6.27,5.01,5.78,1.12,2.0,0.0,23.36,15.02,13.79,7.44,26.6,5.0,0.16,2.89,91.55,0.0,0.0,37.29,61.27,71.45,2.5,12522.25,11112.4,10629.39,481.93,5.49,29.08,73.76,0.0,158.79,142.55,34.86,15.52,0.0,81.07,42.01,5.395,0
U-0126,Preclinical,MEK inhibitor,7.14,6.586,5.45,-5.6,-5.76,-5.9,3.84,4.71,3.74,4.75,4.91,5.83,4.73,6.59,4.91,5.83,1.2,2.0,2.0,19.1,12.47,11.69,7.12,22.29,6.0,0.18,2.3,46.33,34.48,8.68,17.24,49.02,19.95,15.33,6427.65,5792.66,5361.45,439.71,2.1,2.24,99.73,3.1,172.82,69.95,0.0,43.6,5.51,2.24,125.21,5.37,0
XAV-939,Preclinical,tankyrase inhibitor,5.49,4.889,5.48,-6.1,-6.2299999999999995,-6.4,5.39,4.1,4.85,4.37,4.96,6.19,5.7,5.02,4.96,6.19,1.1,2.0,1.0,15.04,9.95,8.91,5.24,15.88,3.0,0.11,1.66,47.39,11.19,0.0,9.05,24.51,61.17,13.57,5533.01,5042.17,4955.82,85.74,3.28,7.59,34.47,22.73,70.57,77.1,23.86,25.77,0.0,42.05,41.46,5.575,0
acecainide,Phase 3,polarization inhibitor,5.32,5.052,5.15,-4.9,-5.039999999999999,-5.3,5.33,3.45,3.85,5.09,4.51,4.96,5.38,5.34,4.51,4.96,1.27,2.0,2.0,14.96,9.56,10.97,5.46,18.05,5.0,0.14,2.75,66.04,0.0,12.95,8.62,0.0,0.0,27.13,4703.77,4371.79,4080.61,291.88,0.3,28.53,73.76,0.0,70.57,102.73,50.85,18.01,20.77,84.28,62.64,4.734999999999999,0
BW-B70C,Preclinical,lipoxygenase inhibitor,6.84,5.589,5.01,-6.1,-6.19,-6.5,4.98,4.06,4.83,4.59,5.04,6.06,5.3,5.87,5.04,6.06,0.59,2.0,2.0,16.82,10.95,11.54,7.16,19.33,5.0,0.08,2.04,12.8,9.02,10.32,17.44,49.02,0.0,11.17,7452.36,7051.93,6868.49,183.33,3.79,10.57,0.0,0.0,158.79,82.64,23.86,34.73,32.9,22.47,75.79,5.55,0
1,Preclinical,PLK inhibitor,7.41,6.401999999999999,6.98,-5.1,-5.3500000000000005,-5.9,5.25,4.17,4.58,4.82,6.34,5.83,5.87,5.26,6.34,5.83,1.53,5.0,0.0,22.05,15.12,16.81,8.38,25.62,6.0,0.25,3.35,111.18,56.04,0.0,17.24,66.35,0.0,0.0,8868.37,7153.4,6717.57,435.84,4.18,16.79,18.44,125.02,158.36,99.49,0.0,0.0,0.0,18.44,66.42,6.085,0
phloretin,Launched,sodium/glucose cotransporter inhibitor,7.24,5.886,6.32,-6.2,-6.32,-6.5,5.62,3.63,4.23,5.69,4.81,5.89,5.8,5.96,4.81,5.89,1.24,4.0,3.0,14.7,9.47,9.7,6.58,16.37,5.0,0.29,1.61,27.97,0.0,30.97,0.0,24.51,0.0,13.57,3076.17,2516.47,2257.96,258.47,2.76,5.69,0.0,18.87,105.86,15.73,66.55,0.0,0.0,5.69,100.82,5.35,0
flurbiprofen-axetil,Launched,analgesic agent,6.94,5.732,6.1,-5.9,-6.12,-6.4,5.63,4.32,4.48,5.42,4.91,6.1,6.38,7.2,4.91,6.1,1.37,2.0,0.0,17.69,11.38,13.28,8.01,20.31,4.0,0.22,1.83,63.61,9.02,0.0,0.0,85.78,0.0,32.14,5823.35,4919.3,4592.69,326.99,4.05,15.49,0.0,0.0,147.52,114.94,69.72,9.12,6.37,15.49,52.6,5.505,0
benethamine,Preclinical,,5.82,5.522,5.82,-4.0,-4.04,-4.1,4.62,3.59,4.24,4.69,5.08,6.12,6.25,5.86,5.08,6.12,1.4,0.0,0.0,11.05,7.95,10.35,6.95,12.46,1.0,0.28,1.98,19.44,13.19,0.0,17.24,122.55,0.0,0.0,2180.31,1743.33,1600.67,142.65,2.26,0.0,18.44,18.87,176.43,18.44,0.0,0.0,0.0,18.44,16.61,5.6,0
g-caryophyllene,Preclinical,acetylcholinesterase inhibitor,5.95,4.863,5.7,-4.7,-4.950000000000001,-5.4,6.42,4.27,4.63,4.17,4.65,6.27,6.06,5.72,4.65,6.27,1.49,0.0,0.0,11.05,7.0,11.05,7.0,11.48,0.0,0.53,0.75,89.57,0.0,0.0,0.0,76.47,0.0,0.0,1472.06,932.77,779.46,153.23,4.73,0.0,0.0,6.37,17.64,132.08,0.0,8.82,0.0,0.0,0.0,5.46,0
IOWH032,Phase 2,CFTR channel antagonist,7.44,6.455,6.17,-5.3,-5.539999999999999,-6.1,5.41,4.74,4.87,5.3,5.04,6.25,6.54,6.07,5.04,6.25,1.48,3.0,1.0,21.79,14.99,14.26,8.82,24.13,7.0,0.14,2.04,19.91,0.0,11.19,25.9,159.41,5.68,13.57,20877.09,18140.59,17868.56,273.96,6.39,41.64,0.0,15.84,199.59,120.83,76.28,24.12,5.51,5.26,100.31,5.645,0
5-methylfurmethiodide,Preclinical,acetylcholine receptor agonist,5.19,4.63,4.9,-3.4,-3.55,-3.8,4.03,3.03,4.7,5.13,4.49,5.73,5.47,5.39,4.49,5.73,0.87,0.0,0.0,8.48,4.97,7.28,2.3,9.09,2.0,0.25,1.83,12.8,30.18,0.0,0.0,0.0,0.0,0.0,908.28,764.68,699.8,64.81,2.06,0.0,0.0,108.2,35.29,51.77,9.51,0.0,0.0,0.0,13.14,5.11,0
SBHA,Preclinical,HDAC inhibitor,6.57,6.202,5.84,-4.1,-4.25,-4.4,4.72,3.46,4.17,3.53,5.01,5.35,5.5,4.2,5.01,5.35,0.68,4.0,4.0,10.81,6.7,5.4,3.32,14.0,6.0,0.06,1.78,68.59,0.0,46.55,0.0,17.4,0.0,49.47,3549.26,3424.9,3337.22,87.53,0.34,10.52,0.0,0.0,0.0,0.0,47.72,92.46,0.0,10.52,98.66,5.18,0
1,Preclinical,PLK inhibitor,5.46,4.899,4.29,-3.7,-3.790000000000001,-4.0,5.25,4.17,4.58,4.82,6.34,5.83,5.87,5.26,6.34,5.83,1.53,5.0,0.0,22.05,15.12,16.81,8.38,25.62,6.0,0.25,3.35,111.18,56.04,0.0,17.24,66.35,0.0,0.0,8868.37,7153.4,6717.57,435.84,4.18,16.79,18.44,125.02,158.36,99.49,0.0,0.0,0.0,18.44,66.42,6.085,0
lupanine,Phase 1,sodium channel blocker,7.12,6.069,4.02,-5.0,-5.1899999999999995,-5.6,4.99,3.39,5.01,4.14,4.81,5.52,5.95,4.99,4.81,5.52,1.15,1.0,0.0,12.11,8.83,9.96,6.02,11.8,3.0,0.4,2.1,110.52,0.0,12.95,8.62,0.0,0.0,13.57,1938.03,1573.5,1276.11,297.42,0.45,8.38,55.32,0.0,0.0,0.0,26.99,8.82,0.0,60.58,24.75,5.164999999999999,0
A-674563,Preclinical,AKT inhibitor,6.07,5.41,6.07,-5.7,-5.8100000000000005,-6.0,5.04,4.08,4.39,4.76,5.44,5.72,6.71,6.25,5.44,5.72,0.96,4.0,2.0,18.64,13.19,14.81,9.38,20.28,5.0,0.13,2.94,51.19,18.1,0.0,25.86,73.53,9.42,9.56,8655.15,7996.49,7599.71,396.89,3.17,33.45,20.93,18.87,204.31,38.57,0.0,49.56,11.09,20.93,78.44,5.58,0
1,Preclinical,PLK inhibitor,6.43,5.945,5.82,-4.1,-4.38,-4.6,5.25,4.17,4.58,4.82,6.34,5.83,5.87,5.26,6.34,5.83,1.53,5.0,0.0,22.05,15.12,16.81,8.38,25.62,6.0,0.25,3.35,111.18,56.04,0.0,17.24,66.35,0.0,0.0,8868.37,7153.4,6717.57,435.84,4.18,16.79,18.44,125.02,158.36,99.49,0.0,0.0,0.0,18.44,66.42,6.085,0
modaline,Preclinical,,5.71,4.844,4.24,-4.1,-4.340000000000001,-4.9,5.37,3.42,5.28,3.83,4.75,6.74,6.0,4.89,4.75,6.74,1.08,2.0,0.0,9.1,6.38,7.1,3.41,9.55,3.0,0.33,0.9,115.33,11.19,0.0,0.0,8.7,0.0,5.68,1093.2,843.67,758.13,85.5,1.78,33.57,36.88,0.0,34.43,35.65,0.0,3.12,2.33,36.88,29.02,5.745,0
PF-06409577,Phase 1,protein kinase activator,7.75,5.6240000000000006,4.14,-6.7,-6.83,-6.9,6.49,4.29,4.59,5.47,4.47,5.76,5.7,6.26,4.47,5.76,1.25,1.0,2.0,16.9,11.48,12.19,8.34,17.42,4.0,0.2,1.31,55.66,0.0,10.32,0.0,78.6,0.0,0.0,5994.55,4975.24,4844.75,130.7,3.53,1.46,0.0,0.0,134.16,39.15,66.55,16.79,11.09,1.46,76.15,5.115,0
dimaprit,Preclinical,histamine receptor agonist,5.43,4.469999999999999,5.35,-3.5,-3.56,-3.6,3.31,3.26,3.9,4.5,4.05,5.11,5.47,6.09,4.05,5.11,0.86,0.0,0.0,7.98,4.63,4.7,1.0,10.0,3.0,0.1,2.94,36.44,0.0,0.0,56.26,0.0,0.0,13.3,1506.54,1409.39,1354.7,54.65,-2.67,0.69,35.67,65.79,0.0,32.22,3.12,0.0,32.9,36.37,56.05,4.58,0
diclofenamide,Launched,carbonic anhydrase inhibitor,7.95,7.322999999999999,7.95,-5.3,-5.3999999999999995,-5.6,5.66,3.59,3.68,4.22,5.21,5.45,5.1,5.6,5.21,5.45,0.66,4.0,2.0,12.72,7.03,3.72,2.3,14.06,6.0,0.39,1.48,54.69,12.25,0.0,4.18,59.16,18.09,0.0,2921.02,1912.06,1800.38,102.34,0.29,96.34,0.0,3.1,35.29,78.3,96.34,3.1,62.58,0.0,120.32,5.33,0
lasalocid,Launched,bacterial permeability inducer,7.22,6.507000000000001,6.6,-5.5,-5.67,-6.0,6.93,4.8,5.5,5.59,4.67,6.64,6.62,6.95,4.67,6.64,1.47,6.0,3.0,31.57,19.66,24.15,14.69,36.47,8.0,0.5,3.11,189.89,8.46,30.97,0.0,137.0,0.0,13.57,10733.54,7209.2,5970.62,1231.8,4.51,7.15,0.0,18.87,35.29,271.85,112.41,17.64,0.0,7.15,136.35,5.654999999999999,0
BMS-986195,Phase 1,Bruton's tyrosine kinase (BTK) inhibitor,6.63,6.3149999999999995,6.63,-5.6,-5.92,-6.2,5.5,4.49,4.63,6.13,4.66,6.22,5.52,5.43,4.66,6.22,1.3,2.0,3.0,19.71,12.83,13.72,7.74,21.7,6.0,0.32,2.33,110.95,9.02,0.0,0.0,15.81,0.0,27.13,5712.22,4170.87,3961.72,209.2,2.13,10.52,70.94,0.0,22.36,117.69,47.72,47.04,40.37,47.4,91.22,5.4399999999999995,0
EO-1428,Preclinical,p38 MAPK inhibitor,6.68,5.825000000000001,5.35,-5.9,-6.049999999999999,-6.3,5.27,4.41,4.75,5.82,5.29,5.58,6.53,5.54,5.29,5.58,1.34,1.0,2.0,17.97,11.95,13.27,8.83,19.75,3.0,0.14,1.52,39.56,25.86,0.0,0.0,122.23,0.0,13.7,9573.55,8718.16,8168.62,472.15,5.97,23.7,0.0,3.06,176.43,126.7,23.86,3.06,26.28,5.69,55.12,5.4350000000000005,0
BMS-387032,Phase 1,CDK inhibitor  cell cycle inhibitor  MCL1 inhibitor,7.44,6.1080000000000005,6.32,-5.3,-5.549999999999999,-5.8,6.1,3.76,4.08,4.71,4.71,5.09,5.65,5.47,4.71,5.09,1.75,3.0,1.0,17.86,11.91,11.91,5.16,19.75,6.0,0.26,3.16,102.39,8.46,45.66,17.24,56.24,0.0,13.57,6540.04,5147.43,4880.07,262.82,2.9,56.84,36.88,9.51,34.43,181.21,33.37,4.41,18.51,42.14,84.63,4.9,0
chloroquine,Launched,antimalarial agent,6.58,5.664,5.07,-5.3,-5.469999999999999,-5.6,5.59,3.8,4.03,5.02,5.16,5.94,6.29,6.26,5.16,5.94,1.04,1.0,1.0,16.66,11.13,12.66,6.9,19.33,4.0,0.3,3.49,85.79,26.08,17.02,17.24,29.58,0.0,0.14,5557.79,4657.91,4056.36,587.67,1.79,18.01,76.24,0.0,92.5,108.56,19.91,0.0,25.48,76.24,50.84,5.550000000000001,0
etizolam,Launched,benzodiazepine receptor agonist,6.88,5.634,5.83,-5.5,-5.680000000000001,-5.9,5.54,4.34,4.33,4.27,5.01,7.12,5.67,5.25,5.01,7.12,1.25,2.0,0.0,15.97,11.19,11.57,6.57,16.47,4.0,0.46,2.33,42.8,19.72,31.08,8.62,89.28,0.0,0.0,4122.1,2794.63,2350.63,407.9,2.55,37.98,0.0,18.87,89.15,155.52,16.79,0.0,0.93,2.76,44.68,6.0649999999999995,0
ASP-2535,Phase 1,glycine transporter inhibitor,7.85,6.43,5.16,-6.2,-6.44,-6.7,5.81,4.68,5.5,4.28,4.92,7.26,5.7,5.69,4.92,7.26,1.69,5.0,0.0,19.79,14.22,14.97,9.18,20.88,7.0,0.27,1.74,51.02,17.89,0.0,0.0,111.02,0.0,5.68,6263.73,5168.34,4700.05,468.62,4.66,91.2,0.0,9.96,212.15,66.65,9.96,0.0,18.5,0.0,82.52,6.09,0
dihydroxyacetone,Launched,,4.99,3.521,4.81,-3.4,-3.5699999999999994,-3.7,3.58,3.58,4.43,4.57,5.23,4.99,5.49,4.69,5.23,4.99,0.41,3.0,2.0,4.99,2.81,1.99,0.82,6.0,3.0,0.55,1.07,0.0,29.9,20.65,0.0,0.0,0.0,13.57,246.03,139.54,121.19,18.33,-1.46,5.69,41.85,0.0,0.0,0.0,23.86,0.0,0.0,47.54,57.53,5.11,0
NSC-23766,Preclinical,Ras GTPase inhibitor,6.0,4.955,4.93,-4.4,-4.569999999999999,-4.8,6.06,3.7,4.17,4.29,5.04,5.49,6.2,5.65,5.04,5.49,1.29,2.0,2.0,22.38,14.87,17.27,8.99,25.62,7.0,0.17,3.98,151.81,45.67,22.38,17.24,0.0,0.0,0.14,11198.83,10067.62,9410.53,657.24,2.89,69.59,55.32,0.0,92.93,176.37,19.91,0.0,50.48,55.32,94.44,5.265000000000001,0
epicatechin-gallate-,Phase 2,bacterial DNA gyrase inhibitor,6.94,5.952,6.94,-6.0,-6.04,-6.1,6.47,3.94,4.71,5.46,4.48,5.72,6.49,6.71,4.48,5.72,0.84,8.0,6.0,23.15,15.13,13.74,8.88,25.1,10.0,0.29,3.12,19.44,26.73,61.95,0.0,20.71,0.0,13.57,6884.94,5925.61,5127.96,808.63,3.06,7.75,0.0,18.87,123.5,36.7,77.55,0.0,0.0,7.75,179.97,5.1,0
mosapride,Launched,serotonin receptor agonist,7.25,6.481,6.09,-5.0,-5.17,-5.9,6.34,4.23,4.39,5.22,5.21,5.04,5.82,6.45,5.21,5.04,1.46,3.0,2.0,20.8,13.96,14.1,7.7,23.66,6.0,0.32,3.48,34.9,70.74,0.0,8.62,54.09,0.0,13.57,8389.72,5985.77,5750.81,221.99,1.94,5.26,97.17,0.0,105.86,113.87,37.99,27.13,2.76,102.43,78.02,5.125,0
bisoprolol,Launched,adrenergic receptor antagonist,6.34,5.449,6.15,-4.8,-4.869999999999999,-5.0,5.38,3.59,4.63,4.72,4.71,5.28,4.95,7.05,4.71,5.28,1.14,4.0,1.0,17.08,10.97,13.25,6.67,21.04,5.0,0.17,3.11,51.18,18.1,10.32,17.24,24.51,0.0,0.0,8179.32,7060.25,6810.47,249.81,1.61,0.0,81.22,0.0,70.57,159.47,22.0,0.0,0.0,81.22,64.53,4.995,0
IDH-305,Phase 2,isocitrate dehydrogenase inhibitor,6.05,5.618,5.88,-5.5,-5.6,-5.7,7.08,4.61,5.1,4.92,4.88,6.56,6.22,6.41,4.88,6.56,1.39,5.0,1.0,25.33,16.54,15.51,7.62,28.02,8.0,0.22,2.98,90.83,31.98,15.68,28.25,0.0,41.41,13.87,12638.29,10803.12,10064.77,738.26,5.52,92.47,20.93,0.0,128.59,187.91,34.86,10.88,28.61,28.24,93.13,5.72,0
levamisole,Withdrawn,acetylcholine receptor agonist,5.61,4.994000000000001,5.05,-4.6,-4.720000000000001,-4.8,6.09,3.41,3.88,4.97,5.1,5.78,6.06,5.48,5.1,5.78,1.33,0.0,0.0,9.38,6.93,7.39,4.06,9.24,2.0,0.2,1.84,21.42,13.19,0.0,21.79,61.27,0.0,0.14,1698.92,1522.43,1386.41,139.87,0.32,3.82,54.11,0.0,88.22,32.22,16.79,0.0,0.0,54.81,17.21,5.4399999999999995,0
cintirorgon,Phase 1/Phase 2,ROR agonist,6.98,6.7090000000000005,6.4,-6.1,-6.220000000000001,-6.4,6.18,4.89,5.3,5.68,4.92,6.04,5.98,7.35,4.92,6.04,1.17,4.0,0.0,30.33,18.97,17.84,10.63,33.88,7.0,0.48,2.83,111.87,13.29,0.0,27.58,74.26,59.54,2.5,12480.82,9391.92,7418.88,1980.09,5.55,49.64,18.44,1.55,182.8,169.66,114.72,19.95,9.13,19.9,95.97,5.48,0
benzyldimethylhexadecylammonium,Preclinical,cationic surfactant,7.53,6.482000000000001,7.47,-3.8,-3.97,-4.2,6.57,4.25,4.13,4.18,6.74,6.14,6.51,6.37,6.74,6.14,0.94,0.0,0.0,18.93,12.64,18.43,10.93,24.04,1.0,0.62,2.37,134.44,13.19,0.0,0.0,184.44,0.0,0.0,4948.46,3434.67,2476.88,957.6,8.01,0.0,18.44,65.79,88.22,51.77,0.0,0.0,0.0,18.44,0.0,6.4399999999999995,0
pevonedistat,Phase 3,nedd activating enzyme inhibitor,8.28,6.606999999999999,7.42,-6.4,-6.779999999999999,-7.1,6.47,3.8,4.63,4.05,4.78,6.34,5.77,5.99,4.78,6.34,0.87,6.0,3.0,21.59,14.89,13.68,8.25,22.78,9.0,0.08,2.37,84.91,56.5,25.43,0.0,81.04,0.0,0.14,13094.94,12417.75,12091.71,325.8,2.25,101.65,20.93,18.87,126.5,2.33,56.72,4.41,55.92,20.93,132.36,5.5600000000000005,0
alogliptin,Launched,dipeptidyl peptidase inhibitor,6.64,5.707,5.68,-5.0,-5.2700000000000005,-5.7,4.58,3.66,6.18,4.5,5.51,5.6,5.42,6.16,5.51,5.6,1.09,3.0,0.0,17.97,12.01,12.24,6.1,19.75,7.0,0.48,3.8,70.72,11.85,0.0,56.25,36.76,31.31,0.0,3707.74,2699.44,2183.28,514.4,0.42,20.56,84.54,32.9,70.57,42.3,49.62,32.9,0.0,49.3,95.06,5.555,0
flutrimazole,Launched,sterol demethylase inhibitor,6.03,5.634,5.6,-5.7,-5.9799999999999995,-6.4,7.05,4.6,4.25,5.82,5.18,5.58,5.4,5.94,5.18,5.58,1.0,1.0,0.0,17.98,12.73,14.7,9.47,19.32,2.0,0.74,1.65,35.7,22.31,0.0,0.0,122.55,0.0,0.0,3900.22,2674.44,1723.69,948.76,5.31,18.68,0.0,0.0,280.58,29.92,0.0,18.24,0.0,0.0,17.82,5.38,0
vixotrigine,Phase 2,sodium channel blocker,7.62,5.944000000000001,7.62,-6.2,-6.359999999999999,-6.5,5.14,3.57,4.96,4.24,5.34,5.94,5.24,5.99,5.34,5.94,0.98,2.0,1.0,16.23,11.13,11.82,7.67,17.81,4.0,0.24,2.87,38.88,20.7,0.0,17.24,61.27,0.0,13.57,4982.65,4105.04,3837.82,265.18,2.02,5.26,0.0,0.0,141.15,41.13,23.86,9.12,32.9,5.26,68.93,5.640000000000001,0
sardomozide,Preclinical,S-adenosylmethionine decarboxylase inhibitor,6.8,6.203999999999999,6.29,-5.6,-5.790000000000001,-6.0,3.98,3.13,4.41,4.11,5.33,5.53,5.42,5.31,5.33,5.53,0.33,2.0,2.0,12.41,8.09,7.0,4.47,13.43,6.0,0.15,2.78,19.27,0.0,15.68,34.48,24.51,9.42,13.3,2781.86,2421.04,2379.3,41.4,-1.93,6.98,0.0,52.19,52.93,0.0,0.0,0.0,98.69,6.98,128.37,5.43,0
diphemanil,Launched,acetylcholine receptor antagonist,6.26,6.031000000000001,5.94,-5.9,-5.9,-5.9,6.0,3.96,4.91,4.79,5.54,6.42,6.28,6.37,5.54,6.42,1.05,0.0,0.0,14.71,10.16,14.21,8.45,15.88,1.0,0.44,2.01,34.46,0.0,0.0,0.0,124.76,0.0,0.0,3290.21,2121.67,1928.05,193.66,4.18,0.0,40.06,68.98,176.43,0.0,0.0,3.19,0.0,36.88,0.0,5.98,0
